bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
3,1.75,1200,4500,1.0,0,0,5,7,1200.0,0,1906,0,47.5553,-122.316,1340,4500
3,2.5,2240,21477,2.0,0,2,3,8,2240.0,0,1995,0,47.5745,-122.18,2930,21569
4,2.0,1520,7983,1.0,0,0,5,7,1520.0,0,1967,0,47.7357,-122.193,1520,7783
3,1.5,1580,10100,1.0,0,0,4,7,1580.0,0,1961,0,47.4423,-122.193,1650,10032
5,1.75,2000,10246,1.0,0,2,3,7,1200.0,800,1953,0,47.5084,-122.246,2340,9030
2,2.0,1030,2271,3.0,0,0,3,7,1030.0,0,1999,0,47.7263,-122.314,1439,1387
3,1.0,1060,7900,1.0,0,0,3,7,1060.0,0,1961,2001,47.4604,-122.18,1310,7900
3,2.25,1600,10240,1.0,0,0,3,7,1090.0,510,1979,0,47.7281,-122.232,1520,9394
4,2.25,3070,9210,2.0,0,0,3,8,2740.0,330,2010,0,47.7638,-122.196,2580,9660
4,2.5,1800,4500,2.0,0,0,3,8,1800.0,0,1999,0,47.5998,-122.014,1800,4500
2,2.25,1630,1686,2.0,0,0,3,10,1330.0,300,2014,0,47.6113,-122.314,1570,2580
4,2.25,2200,6900,2.0,0,0,4,8,2200.0,0,1975,0,47.7682,-122.261,2400,6900
2,2.0,1340,1635,2.0,0,0,3,8,1340.0,0,2003,0,47.5476,-122.005,1410,1375
3,1.0,1810,7200,1.0,0,0,4,7,1130.0,680,1954,0,47.7493,-122.351,1810,8100
3,1.0,1510,6083,1.0,0,0,4,6,860.0,650,1940,0,47.6966,-122.324,1510,5712
3,2.5,1260,1102,3.0,0,0,3,8,1260.0,0,2007,0,47.675,-122.387,1320,2500
3,2.75,2540,8604,2.0,0,0,3,8,2540.0,0,1991,0,47.3209,-122.185,2260,7438
3,1.0,860,10426,1.0,0,0,3,6,860.0,0,1954,0,47.4987,-122.341,1140,11250
4,2.0,1790,61419,2.0,0,2,2,7,1790.0,0,1988,0,47.7216,-121.907,1790,62290
5,4.25,5040,9466,2.0,0,0,3,11,5040.0,0,2004,0,47.5282,-122.133,4300,9417
3,2.5,2828,4050,2.0,0,0,3,8,2828.0,0,2013,0,47.382,-122.197,2513,4507
2,2.0,1860,10856,1.0,0,0,3,8,1260.0,600,1952,0,47.4989,-122.265,1250,10008
3,1.75,1790,7650,1.0,0,3,3,9,1790.0,0,1978,0,47.3213,-122.385,2540,7600
3,2.5,2880,36820,2.0,0,0,3,10,2880.0,0,1992,0,47.766,-122.044,3190,36820
4,2.0,1580,8000,1.0,0,0,3,7,1040.0,540,1967,0,47.3467,-122.304,1550,8000
3,2.5,1510,10875,1.0,0,0,3,7,1150.0,360,1990,0,47.3482,-122.3,1810,9916
5,3.25,3010,1074218,1.5,0,0,5,8,2010.0,1000,1931,0,47.4564,-122.004,2450,68825
5,2.25,2290,39000,2.0,0,0,3,8,2290.0,0,1979,0,47.7012,-122.12,2750,39900
4,2.5,2040,5472,2.0,0,0,3,8,2040.0,0,2003,0,47.3337,-122.189,2420,5782
4,3.0,1550,3350,1.0,0,0,3,7,860.0,690,1918,2014,47.6583,-122.362,1310,5000
3,2.25,2420,5304,1.5,0,0,5,7,1640.0,780,1947,0,47.6765,-122.285,1560,5304
3,2.5,1560,4200,2.0,0,0,3,7,1560.0,0,2003,0,47.3838,-122.026,1560,4200
5,1.75,1650,3000,1.5,0,0,3,8,1650.0,0,1902,0,47.5955,-122.306,1740,4000
3,2.0,1740,9300,1.0,0,0,4,7,1740.0,0,1952,0,47.4526,-122.357,1540,9638
4,2.25,2410,8400,2.0,0,0,5,8,2410.0,0,1965,0,47.626,-122.119,1910,8056
3,2.0,1400,6380,1.0,0,0,4,7,700.0,700,1924,0,47.7015,-122.316,1690,5800
4,2.5,2380,4913,2.0,0,0,3,8,2380.0,0,2006,0,47.3607,-122.038,2580,5311
2,1.0,930,11450,1.0,0,0,3,6,930.0,0,1946,0,47.4862,-122.264,1150,11450
4,2.5,2040,9225,1.0,0,0,5,8,1610.0,430,1968,0,47.636,-122.097,1730,9225
4,2.5,2280,65836,2.0,0,0,3,8,2280.0,0,2004,0,47.7237,-122.076,2300,97574
5,3.5,4200,5400,2.0,0,0,3,9,3140.0,1060,2012,0,47.7077,-122.12,3300,5564
3,3.25,3786,38038,1.0,1,4,3,9,1934.0,1852,1978,2006,47.3907,-122.448,2850,33361
3,1.0,3060,30166,1.0,0,0,5,8,3060.0,0,1959,0,47.5656,-122.093,1880,19602
5,2.5,2210,10772,1.0,0,2,3,9,1430.0,780,1964,0,47.7383,-122.288,2720,9858
3,2.25,1780,1429,3.0,0,0,3,8,1570.0,210,2007,0,47.6413,-122.346,1470,1799
3,2.5,2430,10500,2.0,0,1,3,9,2430.0,0,1989,0,47.5818,-122.198,3440,12842
4,1.75,1780,2788,1.0,0,0,4,6,890.0,890,1943,0,47.6511,-122.4,1760,5664
3,2.5,1800,8697,2.0,0,0,3,8,1800.0,0,1987,0,47.3115,-122.4,1770,8390
4,2.5,1820,3134,2.0,0,0,3,7,1820.0,0,1999,0,47.7351,-121.985,1820,3751
4,1.0,1440,8250,1.0,0,0,3,7,1440.0,0,1959,0,47.4325,-122.291,1440,8466
2,1.5,1860,5100,1.0,0,0,3,7,1060.0,800,1940,0,47.5573,-122.392,1710,5100
3,2.5,2160,3738,2.0,0,0,3,8,2160.0,0,1994,0,47.5661,-122.375,1500,4000
3,1.0,1310,9554,1.0,0,0,3,7,960.0,350,1962,0,47.2949,-122.285,1310,9845
4,2.25,2620,98881,1.0,0,0,3,7,1820.0,800,1952,0,47.4662,-122.453,1728,95832
3,1.0,1040,8925,1.0,0,0,4,6,1040.0,0,1961,0,47.3265,-122.335,1040,8925
3,2.5,1480,3851,2.0,0,0,3,8,1480.0,0,1998,0,47.7732,-122.163,1650,4716
3,1.75,1720,5956,2.0,0,0,3,8,1720.0,0,1981,0,47.6875,-122.202,1620,9324
3,1.0,1060,7473,1.0,0,0,3,7,1060.0,0,1959,0,47.3699,-122.309,1320,7912
2,1.75,2140,5000,1.0,0,0,3,7,1000.0,1140,1930,1991,47.6284,-122.291,2250,4000
4,3.25,3266,5398,2.0,0,0,3,8,3266.0,0,2014,0,47.2975,-122.35,3087,5152
4,2.5,2590,8571,2.0,0,0,3,9,2590.0,0,1988,0,47.691,-122.105,2360,8155
4,2.5,1980,6568,2.0,0,0,3,8,1980.0,0,2004,0,47.704,-122.101,2310,6496
3,2.0,1030,11118,1.0,0,0,5,7,1030.0,0,1970,0,47.3463,-122.308,1300,7920
3,1.0,1160,8813,1.0,0,0,3,7,1160.0,0,1952,0,47.7257,-122.329,1200,7615
3,2.5,1780,7192,1.0,0,0,4,7,1250.0,530,1974,0,47.4093,-122.173,1870,8500
4,1.0,1160,20100,1.0,0,0,4,6,820.0,340,1913,0,47.5175,-122.201,1670,10200
3,1.0,1122,6554,1.5,0,0,3,5,1122.0,0,1900,0,47.5135,-122.257,1610,5650
3,1.0,1170,62290,2.0,0,0,3,5,1170.0,0,1986,0,47.5104,-121.787,1810,42173
3,2.0,3085,7280,1.0,0,0,4,7,1560.0,1525,1959,0,47.4956,-122.181,1480,7900
4,2.0,1450,5456,1.0,0,0,5,7,1450.0,0,1951,0,47.5442,-122.297,980,6100
4,1.5,1690,3245,1.5,0,0,3,8,1690.0,0,1929,0,47.5445,-122.375,1380,1590
3,2.5,2860,8935,2.0,0,0,3,8,2860.0,0,2004,0,47.5336,-121.855,2650,6167
5,3.5,3740,5610,2.0,0,0,3,9,2860.0,880,2014,0,47.6764,-122.392,1520,4590
2,1.75,1810,7523,1.0,0,0,3,8,1170.0,640,1962,1980,47.5695,-122.087,2090,7523
3,1.0,2000,21780,1.0,0,0,3,8,1480.0,520,1978,0,47.6064,-122.039,2000,45738
5,3.75,2380,7268,1.0,0,0,3,8,1430.0,950,2008,0,47.5571,-122.357,2040,10810
3,1.5,1630,16170,1.0,0,0,3,7,1630.0,0,1988,0,47.7104,-122.235,1630,9931
3,1.0,1280,8184,1.5,0,0,4,6,1280.0,0,1947,0,47.7467,-122.319,1120,8184
3,2.5,1890,4808,2.0,0,0,3,8,1890.0,0,2000,0,47.5348,-121.866,2460,5348
4,2.5,2210,7722,2.0,0,0,3,9,2210.0,0,1999,0,47.5992,-122.019,2970,8683
3,1.0,800,5760,1.0,0,0,3,6,700.0,100,1949,0,47.7505,-122.317,1060,6628
3,1.75,1420,6980,1.0,0,0,5,7,820.0,600,1980,0,47.2873,-122.367,1470,7319
3,2.5,2090,6000,1.5,0,0,4,9,2090.0,0,1928,0,47.6567,-122.281,2730,6000
4,3.5,1800,6400,2.0,0,2,3,8,1800.0,0,1984,2011,47.625,-122.3,1700,4736
2,1.0,1060,3588,1.0,0,0,4,7,960.0,100,1926,0,47.6721,-122.395,1570,3741
3,1.75,1460,7700,1.0,0,0,3,7,1460.0,0,1979,0,47.6981,-122.127,1720,7280
3,1.0,1160,8950,1.0,0,0,3,7,1160.0,0,1968,0,47.7499,-122.338,1210,8193
4,2.5,3238,9112,1.0,0,2,4,8,1678.0,1560,1979,0,47.4005,-122.311,3056,9668
4,2.25,2590,8190,2.0,0,0,4,8,2590.0,0,1980,0,47.5619,-122.125,2260,8335
4,2.5,2250,9091,1.0,0,0,3,7,1340.0,910,1982,0,47.336,-122.269,1540,7802
4,2.25,2290,10409,2.0,0,0,3,8,2290.0,0,1972,0,47.6351,-122.168,2040,10409
4,2.5,2110,35091,1.0,0,0,4,8,1290.0,820,1985,0,47.467,-122.014,2740,36427
4,2.5,3430,64441,2.0,0,0,3,8,3430.0,0,2013,0,47.7694,-122.064,3580,64441
4,2.5,2720,4738,2.0,0,0,3,8,2720.0,0,2012,0,47.515,-121.869,2590,5740
3,1.5,2090,11895,1.0,0,0,3,7,1790.0,300,1954,0,47.5362,-122.267,2180,11072
3,2.25,1830,4744,2.0,0,0,3,7,1830.0,0,1997,0,47.2734,-122.248,1670,8001
4,3.0,2590,7213,2.0,0,0,3,8,2590.0,0,2001,0,47.2609,-122.289,2550,6800
4,2.25,1750,6120,1.0,0,0,3,7,1150.0,600,1962,0,47.6958,-122.29,1350,6120
4,2.5,2450,8932,2.0,0,0,3,8,2450.0,0,1990,0,47.3093,-122.345,2410,8775
3,2.0,1750,9239,1.0,0,0,3,8,1410.0,340,1989,0,47.7583,-122.339,1720,7874
4,2.25,1450,7245,1.0,0,0,5,7,1450.0,0,1950,1983,47.7643,-122.343,1660,7800
4,2.25,2190,4104,2.0,0,0,5,8,1410.0,780,1928,0,47.6419,-122.306,1990,3860
4,2.5,2000,6921,2.0,0,0,3,8,2000.0,0,2003,0,47.3559,-122.014,2430,6339
4,2.5,2630,6100,2.0,0,0,3,8,2630.0,0,2004,0,47.7735,-122.167,2360,5765
4,2.75,3430,8000,1.5,0,0,4,8,3430.0,0,1972,0,47.3183,-122.382,2090,8000
3,1.75,1080,7942,1.0,0,0,3,7,1080.0,0,1981,0,47.3141,-122.355,1380,8244
3,2.5,1990,4978,2.0,0,0,3,8,1990.0,0,2004,0,47.5323,-121.856,2650,6816
2,1.0,910,5759,1.0,0,0,3,6,910.0,0,1951,0,47.7153,-122.284,1520,7518
4,2.5,2890,7798,2.0,0,0,3,9,2890.0,0,2005,0,47.5456,-122.129,3300,30950
2,1.0,1230,2726,1.5,0,0,3,7,880.0,350,1920,0,47.6815,-122.359,1710,3750
3,2.5,2200,1970,2.0,0,0,3,9,1610.0,590,2008,0,47.6426,-122.327,1890,3505
4,2.5,2230,7200,1.0,0,0,4,7,1220.0,1010,1957,0,47.589,-122.156,1920,7200
3,1.75,1780,4500,1.0,0,0,4,7,920.0,860,1922,0,47.6827,-122.362,1360,4000
3,2.0,1540,8011,1.0,0,0,3,7,1540.0,0,1988,0,47.7342,-122.202,1630,7141
4,1.5,1470,5100,1.5,0,0,3,7,1470.0,0,1946,0,47.6769,-122.381,1470,5100
3,2.5,1720,4120,2.0,0,0,3,7,1720.0,0,1999,0,47.4319,-122.328,1720,5544
4,2.75,3590,5625,2.0,0,0,3,10,3590.0,0,2012,0,47.6959,-122.133,3590,5625
5,1.75,1960,3748,1.0,0,0,3,7,980.0,980,1965,0,47.7027,-122.349,1410,3844
4,3.25,2810,11250,1.0,0,0,3,8,1680.0,1130,1980,0,47.692,-122.099,2110,11250
5,3.25,3680,10300,1.5,0,0,4,10,3680.0,0,1927,0,47.6548,-122.28,2690,7200
5,3.5,2815,5619,2.0,0,0,3,9,2815.0,0,2012,0,47.4299,-122.207,2583,5295
3,1.5,1400,9750,1.0,0,0,4,6,1400.0,0,1964,0,47.3768,-122.17,1160,9750
4,2.5,2650,5880,2.0,0,0,3,9,2650.0,0,2005,0,47.3509,-122.165,2610,6490
4,2.75,2530,17856,2.0,0,0,3,8,2530.0,0,1998,0,47.7356,-121.959,2530,14640
4,2.5,1560,12220,1.5,0,0,4,7,1560.0,0,1965,0,47.5287,-122.053,1920,12220
2,1.0,620,4760,1.0,0,0,3,6,620.0,0,1941,0,47.5292,-122.376,620,4760
1,1.0,810,2451,1.0,0,0,5,7,810.0,0,1941,0,47.5188,-122.376,980,1198
3,1.5,1330,6768,1.0,0,0,4,7,1330.0,0,1952,0,47.7366,-122.319,1320,6910
4,2.5,1910,4862,2.0,0,0,3,7,1910.0,0,2005,0,47.3607,-122.034,2010,5091
2,1.75,1000,5100,1.0,0,0,3,6,940.0,60,1906,0,47.6787,-122.391,1900,5100
4,1.75,2420,37800,1.0,0,0,4,8,1880.0,540,1981,0,47.6688,-122.024,2780,35532
4,2.75,2220,11925,1.0,0,0,3,7,1560.0,660,1953,1985,47.6381,-122.205,2500,11377
3,1.75,2870,5000,1.5,0,0,4,8,1840.0,1030,1907,0,47.5788,-122.292,2200,5000
5,1.0,1410,9000,1.0,0,0,5,7,1410.0,0,1967,0,47.3054,-122.369,1200,8346
3,2.25,1470,8682,1.0,0,0,3,7,1160.0,310,1985,0,47.2729,-122.299,1670,8359
3,3.0,1520,7500,1.0,0,0,3,7,1180.0,340,1967,0,47.7276,-122.181,2080,8000
3,1.0,1920,6710,1.0,0,0,3,7,1320.0,600,1959,0,47.5346,-122.286,1810,5600
3,2.5,1250,1150,2.0,0,0,3,8,1080.0,170,2009,0,47.5582,-122.363,1250,1150
2,1.0,1180,9350,1.0,0,0,3,6,1180.0,0,1918,0,47.4889,-122.259,1780,9306
2,2.5,2000,5150,2.0,0,4,3,9,2000.0,0,1992,0,47.7056,-122.223,2510,6800
3,1.5,1370,4790,2.0,0,0,4,7,1370.0,0,1982,0,47.7253,-122.164,1370,3799
3,1.5,1860,17640,1.0,0,0,4,7,1860.0,0,1966,0,47.484,-122.111,1860,17820
4,2.25,2870,6000,1.0,0,0,5,8,1730.0,1140,1951,0,47.6362,-122.282,2370,5500
3,2.25,1400,31626,1.0,0,0,2,7,1140.0,260,1987,0,47.3029,-122.069,1680,35093
4,1.0,1210,6250,1.0,0,0,3,7,1210.0,0,1962,0,47.5008,-122.333,1210,8291
4,3.5,4083,68377,2.0,0,0,3,10,4083.0,0,2005,0,47.3114,-122.262,2430,41382
3,3.0,1720,70567,1.0,0,2,5,7,1720.0,0,1966,0,47.4936,-122.069,2740,70567
3,2.5,1490,8005,1.0,0,0,3,7,1090.0,400,1976,0,47.4359,-122.165,1880,7905
3,1.75,1570,10939,1.0,0,0,3,8,1200.0,370,1974,0,47.6389,-122.102,1760,10200
3,2.5,2140,8925,2.0,0,0,3,8,2140.0,0,1991,0,47.6314,-122.027,2310,8956
3,1.5,1660,4800,2.0,0,0,3,8,1660.0,0,1907,0,47.6352,-122.358,1690,4000
3,2.0,1880,4000,1.0,0,2,3,8,1280.0,600,1950,0,47.6375,-122.391,1920,4000
5,2.5,2550,6405,2.0,0,0,3,7,2550.0,0,2008,0,47.5191,-121.869,2190,5900
3,2.25,1700,12615,1.0,0,0,4,7,1300.0,400,1990,0,47.6965,-122.197,1950,13163
3,1.5,1140,8340,1.0,0,0,3,7,1140.0,0,1960,0,47.4773,-122.28,1140,8340
5,2.25,3320,11350,1.0,0,0,5,8,1660.0,1660,1963,0,47.5749,-122.213,3320,11085
3,1.75,1850,9655,1.0,0,0,3,7,1100.0,750,1959,0,47.7358,-122.319,1480,8683
2,1.75,960,6200,1.0,0,0,4,7,960.0,0,1946,0,47.5551,-122.396,1000,6000
4,2.5,2400,4596,2.0,0,0,3,8,2400.0,0,2004,0,47.3358,-122.265,2230,4763
3,2.5,2350,715690,1.5,0,0,4,9,2350.0,0,1979,0,47.1622,-121.971,1280,325393
4,1.0,1430,8400,1.0,0,0,3,6,730.0,700,1969,0,47.7417,-122.172,1310,8240
3,2.5,2300,27566,2.0,0,0,3,9,2300.0,0,1995,0,47.7369,-121.96,2480,16650
3,2.5,1830,2839,2.0,0,0,3,8,1830.0,0,1999,0,47.6022,-122.021,1830,3011
3,2.5,3030,45004,2.0,0,0,3,9,3030.0,0,1987,0,47.7721,-122.093,3080,35781
2,1.5,1068,1758,2.0,0,0,3,7,1068.0,0,1990,0,47.7527,-122.244,1078,1315
3,2.5,2320,7140,2.0,0,0,3,8,2320.0,0,1990,0,47.275,-122.295,2360,7955
4,2.5,2650,11108,2.0,0,0,3,10,2650.0,0,1987,0,47.6304,-122.051,2650,11585
3,2.25,1580,7941,2.0,0,0,4,7,1580.0,0,1986,0,47.2843,-122.357,1730,8051
3,1.0,1040,8892,1.0,0,0,4,6,800.0,240,1958,0,47.3273,-122.349,820,9000
2,2.0,1170,8251,1.0,0,0,3,7,1170.0,0,1941,0,47.6873,-122.291,1360,6798
3,2.0,1990,3000,1.5,0,2,5,8,1430.0,560,1927,0,47.5891,-122.293,1780,5000
4,2.75,2400,104108,2.0,0,0,3,8,2400.0,0,1988,0,47.4686,-121.989,2270,54450
3,2.75,1740,5639,1.0,0,3,3,7,1740.0,0,2010,0,47.1942,-121.977,2380,5331
4,1.5,1300,10050,1.5,0,0,3,7,1300.0,0,1963,0,47.4899,-122.116,1730,10050
2,1.0,1450,7098,1.0,0,4,3,7,1450.0,0,1924,0,47.63,-122.349,2390,6098
3,1.75,1980,8100,1.0,0,0,4,7,1310.0,670,1949,0,47.7353,-122.331,1450,8212
3,2.5,1730,6653,1.0,0,0,4,7,1360.0,370,1990,0,47.3588,-122.088,1730,7061
3,1.0,1050,6000,1.0,0,0,3,7,1050.0,0,1952,0,47.5709,-122.401,1720,6000
3,2.25,1552,3600,2.0,0,0,3,7,1552.0,0,2012,0,47.3198,-122.178,1677,3600
3,2.5,1900,5194,2.0,0,0,3,7,1900.0,0,2004,0,47.4391,-122.117,2230,5194
3,1.0,1000,6947,1.0,0,0,3,7,1000.0,0,1947,0,47.7142,-122.319,1000,6947
5,3.5,5960,13703,2.0,0,2,3,10,4770.0,1190,1984,0,47.6151,-122.107,2810,17320
3,2.75,1820,52889,2.0,0,0,3,8,1820.0,0,1991,0,47.501,-122.463,1820,45528
4,2.75,2110,8751,1.0,0,0,3,7,1510.0,600,1962,0,47.7617,-122.215,1660,10295
2,1.75,1640,6750,1.0,0,0,4,8,1340.0,300,1939,0,47.7068,-122.308,1760,7490
4,2.5,2150,10098,1.0,0,0,3,7,1090.0,1060,1963,0,47.7166,-122.201,1880,10000
2,2.25,1160,1010,2.0,0,0,3,8,1000.0,160,2006,0,47.6207,-122.301,1200,1170
4,1.75,1970,8390,1.0,0,0,3,7,1140.0,830,1955,0,47.4861,-122.251,1710,10890
3,1.75,1150,10240,1.0,0,0,3,6,1030.0,120,1918,0,47.5222,-122.357,1270,2566
4,1.75,1590,7920,2.0,0,0,4,7,1590.0,0,1960,0,47.7456,-122.336,1720,7998
3,2.25,2010,6000,1.0,0,0,3,8,1330.0,680,1975,0,47.6912,-122.115,2080,8260
3,2.5,3020,5868,2.0,0,0,3,7,3020.0,0,2003,0,47.3361,-122.175,2710,5470
3,1.0,1260,8378,1.0,0,0,4,6,840.0,420,1959,1977,47.3274,-122.348,1140,8496
3,2.25,3400,10000,2.0,0,0,3,10,3400.0,0,1983,0,47.6846,-122.284,1860,5100
4,2.5,3140,11049,2.0,0,0,3,10,3140.0,0,1988,0,47.5817,-122.192,2750,11049
2,1.5,1995,115670,1.5,0,1,4,8,1995.0,0,1991,0,47.4022,-122.464,2142,29375
5,2.25,2320,6375,1.0,0,0,4,7,1270.0,1050,1967,0,47.3351,-122.282,1760,7600
5,4.5,2120,8944,2.0,1,4,5,8,2120.0,0,1939,1963,47.5488,-122.197,2870,8944
3,2.5,2560,16420,2.0,0,0,4,8,2560.0,0,1989,0,47.6916,-121.916,2120,16298
3,1.0,940,5650,1.0,0,0,3,6,940.0,0,1949,0,47.5551,-122.292,1180,5276
3,1.0,1270,3840,1.5,0,0,3,7,1270.0,0,1926,0,47.6896,-122.357,1270,4175
3,1.75,1450,12125,1.0,0,0,4,7,1450.0,0,1981,0,47.3575,-122.28,1210,12125
3,2.5,2400,6474,1.0,0,2,3,8,1560.0,840,1964,0,47.7728,-122.386,2340,10856
3,2.5,1800,5001,2.0,0,0,3,7,1800.0,0,1996,0,47.7126,-122.231,2106,5618
2,1.75,1280,4000,1.0,0,0,4,7,730.0,550,1929,0,47.5798,-122.383,2250,5382
4,3.0,2720,11740,1.0,0,0,5,9,2720.0,0,1957,0,47.5833,-122.242,2640,11740
3,1.0,1020,9835,1.0,0,0,5,7,1020.0,0,1955,0,47.5728,-122.179,1210,9622
3,3.0,2090,7440,1.5,0,0,5,7,1290.0,800,1922,0,47.6891,-122.331,1570,4960
3,2.25,2850,6281,2.0,0,2,4,7,1900.0,950,1947,0,47.6911,-122.326,1680,7006
4,1.0,800,8775,1.0,0,0,3,6,800.0,0,1943,0,47.48,-122.336,1310,8775
3,1.0,1310,5000,1.5,0,0,3,7,1310.0,0,1906,0,47.6624,-122.347,1530,4800
2,1.0,720,4120,1.0,0,0,5,5,720.0,0,1915,0,47.303,-122.217,940,6180
3,2.5,3320,12840,1.0,0,0,3,10,2600.0,720,1990,0,47.5783,-121.994,3230,14933
3,1.0,1150,3000,1.0,0,0,5,6,1150.0,0,1906,0,47.6867,-122.345,1460,3200
4,2.5,3160,6961,2.0,0,0,3,8,3160.0,0,2005,0,47.6125,-122.01,3110,5058
1,1.0,1000,9084,1.0,1,3,3,7,1000.0,0,1950,0,47.5007,-122.382,1090,6536
4,3.25,3530,20012,2.0,0,0,3,11,3530.0,0,1986,0,47.7193,-122.127,3850,20707
4,3.0,2320,7200,2.0,0,0,3,7,2320.0,0,1976,0,47.7703,-122.312,2050,10000
2,2.0,1110,1155,3.0,0,0,3,7,980.0,130,2008,0,47.5496,-122.388,1110,1089
4,3.0,3220,8936,2.0,0,0,3,9,2450.0,770,1990,0,47.4208,-122.213,2810,10500
2,1.0,830,5000,1.0,0,0,4,7,830.0,0,1921,0,47.6914,-122.352,1110,5000
2,1.5,1820,7800,1.0,0,0,4,7,1240.0,580,1956,0,47.7513,-122.357,1400,7800
3,2.5,2090,3821,2.0,0,0,3,7,2090.0,0,2008,0,47.3655,-122.017,2040,4200
4,2.5,2720,16454,1.0,0,1,5,9,1870.0,850,1963,0,47.5489,-122.216,3560,15993
5,2.0,2050,3000,1.5,0,0,3,7,1470.0,580,1912,1984,47.6864,-122.352,1560,4500
4,2.5,2150,3143,2.0,0,0,3,7,2150.0,0,2010,0,47.5048,-122.154,2640,3200
3,1.0,890,4810,1.0,0,0,3,6,890.0,0,1910,0,47.5153,-122.266,1230,6057
5,3.0,2480,10090,1.0,0,0,3,7,1300.0,1180,2004,0,47.4964,-122.263,2290,9900
4,2.5,2390,6111,2.0,0,0,3,8,2390.0,0,1997,0,47.3677,-122.173,2520,6500
4,4.0,3530,8400,2.0,0,0,5,8,2630.0,900,1958,0,47.6402,-122.395,2340,8216
3,2.5,2610,7256,2.0,0,0,3,9,2610.0,0,2014,0,47.695,-122.18,2610,7206
5,3.5,3440,6037,2.0,0,0,3,9,3440.0,0,2014,0,47.4765,-121.734,3270,6037
2,1.75,1030,1066,2.0,0,0,3,7,765.0,265,2006,0,47.5394,-122.387,1030,1106
4,1.75,2260,19500,1.0,0,2,3,8,1450.0,810,1971,0,47.6555,-122.086,2980,19500
4,2.5,3180,20870,2.0,0,0,3,8,2120.0,1060,1967,0,47.7176,-122.241,2700,14190
5,4.75,5410,13431,2.0,0,0,4,10,5050.0,360,1941,0,47.6306,-122.288,3750,11596
3,2.0,2540,237402,1.0,0,0,3,9,2540.0,0,2007,0,47.2688,-122.024,2200,229125
3,1.0,970,4800,1.0,0,0,3,6,970.0,0,1950,0,47.6212,-122.298,1500,2042
3,3.25,1510,2000,2.0,0,0,3,9,1330.0,180,2001,0,47.5815,-122.402,1510,1352
3,1.5,1900,9994,1.0,0,0,3,7,1120.0,780,1960,0,47.4729,-122.301,1900,9994
5,1.75,2500,11617,1.0,0,0,4,9,1560.0,940,1966,0,47.5361,-122.217,3370,11617
3,3.25,3050,18892,1.0,1,4,4,8,1650.0,1400,1962,0,47.3881,-122.326,1170,70973
2,1.0,1010,4120,2.0,0,0,3,6,1010.0,0,1907,1953,47.488,-122.2,1200,4120
3,2.5,2160,6288,2.0,0,0,3,8,2160.0,0,1996,0,47.7655,-122.35,1830,7600
3,1.0,940,2366,1.0,0,0,3,6,940.0,0,1916,0,47.6744,-122.383,1500,5000
4,1.75,1880,8800,1.0,0,0,3,7,1130.0,750,1960,0,47.5137,-122.333,1340,8733
3,2.5,1780,1647,2.0,0,0,3,8,1080.0,700,2008,0,47.6597,-122.355,2000,1741
2,1.0,700,3180,1.0,0,0,3,6,480.0,220,1951,0,47.4976,-122.262,1760,6360
2,1.0,2550,21675,1.0,0,1,4,7,1610.0,940,1958,0,47.4013,-122.319,2030,10591
4,2.0,1580,7300,1.0,0,0,4,7,1580.0,0,1955,0,47.7598,-122.328,1180,9450
6,1.5,1930,8400,1.0,0,0,3,7,1030.0,900,1971,0,47.4869,-122.34,1780,9520
4,2.5,2150,5000,2.0,0,0,3,8,2150.0,0,2001,0,47.6962,-122.314,2030,6380
5,2.5,3240,9960,1.0,0,1,3,8,2020.0,1220,1958,0,47.5858,-122.112,2730,10400
3,2.75,2000,7200,1.0,0,0,3,7,1000.0,1000,1954,2014,47.4531,-122.352,1440,7200
4,1.75,1250,7400,1.0,0,0,5,6,1250.0,0,1959,0,47.62,-122.12,990,7600
3,1.0,1160,7875,1.0,0,0,3,7,1160.0,0,1953,0,47.724,-122.323,1600,7875
3,3.5,2600,11920,2.0,0,0,5,8,2600.0,0,1969,0,47.582,-122.194,2430,10050
4,2.5,2320,4254,2.0,0,0,3,8,2320.0,0,2004,0,47.48,-122.137,2330,4602
2,1.75,1890,9466,2.0,0,0,3,8,1890.0,0,1987,0,47.6144,-122.211,2180,12825
3,2.25,1489,2800,2.0,0,0,3,7,1489.0,0,2012,0,47.3454,-122.214,1584,2800
2,2.0,1580,5203,1.0,0,0,3,8,1580.0,0,2004,0,47.7174,-122.032,1560,4770
4,2.25,2430,4748,1.5,0,0,3,8,1630.0,800,1928,0,47.5904,-122.389,2430,4748
3,2.5,1770,8640,1.0,0,0,3,7,1420.0,350,1986,0,47.326,-122.273,1894,7974
3,2.0,2540,7200,1.5,0,3,4,8,1600.0,940,1905,0,47.5972,-122.292,2040,5900
2,1.0,880,4814,1.0,0,0,4,5,880.0,0,1906,0,47.3107,-121.999,1010,6160
3,1.75,1600,10280,1.0,0,0,3,7,1050.0,550,1977,0,47.725,-122.174,1590,8100
2,1.0,840,6654,1.0,0,0,3,7,840.0,0,1951,0,47.7319,-122.335,1350,5831
3,1.75,1520,12246,1.0,0,0,4,6,1520.0,0,1971,0,47.3434,-122.049,1460,12246
